State,FileID,PromptID,DocID,Temp,ThreadID,HeadScore,ExScoreP,ExScoreR,ExScoreF1,UT,UT1,UT2
I,1,3,3,0.4,thread_e87Ee22hT0ZiGJoaxlmY2Hzz,1.0,0.232,-0.398,-0.102,0.727,0.571,1.000
I,2,3,3,0.4,thread_x6CJqdeHdEOXzeEo6mnJ4XO4,1.0,0.097,-0.554,-0.249,0.000,0.000,0.000
I,2,3,3,0.4,thread_gVy9hdG4JNPprBM49vIkEfG6,1.0,0.109,-0.049,0.031,0.000,0.000,0.000
I,2,3,3,0.4,thread_Einl8JJAduXCcur8xHRRHlws,1.0,0.039,-0.385,-0.181,0.909,0.833,1.000
I,2,3,3,0.4,thread_9CsyQi3heqPrpqswTSp6JTPO,1.0,0.033,-0.442,-0.214,0.833,0.833,0.833
I,2,3,3,0.4,thread_59PESX8eGVIAxjq6Wvcthbxh,1.0,0.035,-0.398,-0.189,0.909,0.833,1.000
I,2,3,3,0.4,thread_BDBT6ZPNU1PJppVADPB01qys,1.0,0.080,-0.613,-0.290,0.000,0.000,0.000
I,2,3,3,0.4,thread_4jb62mqzSL9OsKis1VJxo0Bo,1.0,0.035,-0.398,-0.189,0.909,0.833,1.000
I,2,3,3,0.4,thread_4TYzqoz5vxfIfQLmyBX5hw0n,1.0,0.137,-0.165,-0.017,0.154,0.167,0.143
I,2,3,3,0.4,thread_TtpUYoWlL9wDpq6HMW8YzjrW,1.0,0.035,-0.436,-0.210,1.000,1.000,1.000
I,2,3,3,0.4,thread_Z6S4q9e6J1vPbXyn8bad4U98,1.0,0.054,-0.370,-0.165,0.909,0.833,1.000
I,3,3,3,0.4,thread_az01amVT4zhgIMOLgpvSEaQo,1.0,0.094,-0.331,-0.126,0.667,0.500,1.000
I,3,3,3,0.4,thread_n7d2ajFz7uLLuhJbITrprfz4,1.0,0.094,-0.331,-0.126,0.667,0.500,1.000
I,3,3,3,0.4,thread_ezWfunAhZUOCJzmLCEIKYLBH,1.0,0.094,-0.331,-0.126,0.667,0.500,1.000
I,3,3,3,0.4,thread_CwtJFUE1qrXr2eQo3VULwJWE,1.0,0.094,-0.331,-0.126,0.667,0.500,1.000
I,3,3,3,0.4,thread_65yplUR4Lu37nxcMCTuAc4I6,1.0,0.094,-0.331,-0.126,0.667,0.500,1.000
I,3,3,3,0.4,thread_YjEoBsQSwpXrW5QOoGxDAgFj,1.0,0.094,-0.331,-0.126,0.667,0.500,1.000
I,3,3,3,0.4,thread_lDnTT1xZd4I7t2W2Fk8jJa7J,1.0,0.081,-0.291,-0.110,0.667,0.500,1.000
I,3,3,3,0.4,thread_EyrwI6iTSJlxLssViPmbsX8r,1.0,0.094,-0.331,-0.126,0.667,0.500,1.000
I,3,3,3,0.4,thread_BSeRuwzpdhjkggXHqZEODnLa,1.0,0.094,-0.331,-0.126,0.667,0.500,1.000
I,3,3,3,0.4,thread_oq5Xmpm3robxdqDgEVAswRl1,1.0,0.094,-0.331,-0.126,0.667,0.500,1.000
S,4,3,3,0.4,thread_VAGDLXZeFXiKBmoZrvKwrfz5,1.0,0.015,-0.070,-0.026,1.000,1.000,1.000
S,4,3,3,0.4,thread_Dqb06H1xjgmHZLevhWAm4oDz,1.0,0.021,0.011,0.018,1.000,1.000,1.000
S,4,3,3,0.4,thread_kIO2XiLp8ksUJ5XiMcFwib8M,1.0,0.040,0.058,0.050,1.000,1.000,1.000
S,4,3,3,0.4,thread_xrVLHtMV161Whn5iNcI3PXho,0.0,-0.088,-0.292,-0.190,0.000,0.000,0.000
S,4,3,3,0.4,thread_dtPJy0TK0FUAoW5D7kPA0pG9,1.0,0.029,0.060,0.046,1.000,1.000,1.000
S,4,3,3,0.4,thread_SBiiPUka3LvAS6XckcPu4dIH,0.0,-0.078,-0.204,-0.140,0.000,0.000,0.000
S,4,3,3,0.4,thread_4AWtw0Dkgc1bAEmHTIYtL06Q,1.0,0.056,-0.009,0.025,1.000,1.000,1.000
S,4,3,3,0.4,thread_k2iIIKRU4wtKC5x47oBbNkB5,1.0,0.024,-0.010,0.008,1.000,1.000,1.000
S,4,3,3,0.4,thread_7oQtFQdtTcBy7qnOkbqK4tEE,1.0,0.040,0.058,0.050,1.000,1.000,1.000
S,4,3,3,0.4,thread_PIO44UA4YtlWlCHL6fkswvqP,1.0,0.041,-0.012,0.016,1.000,1.000,1.000
S,5,3,3,0.4,thread_OGlEHm3oCMUJceXWN4LxXqz4,1.0,0.016,-0.022,-0.001,1.000,1.000,1.000
S,5,3,3,0.4,thread_MBYhupjacXLSQRHNMEAHWhVC,1.0,0.040,0.074,0.058,1.000,1.000,1.000
S,5,3,3,0.4,thread_jDdv3kWCKD6fDJZlIQh4RSa9,0.0,0.029,-0.113,-0.041,0.000,0.000,0.000
S,5,3,3,0.4,thread_XXorf3Ftec1iSGvjgSbttB76,0.0,-0.035,-0.016,-0.024,0.000,0.000,0.000
S,5,3,3,0.4,thread_Xy8FmXGQjKJJvNmfjJRNseSx,0.0,0.039,0.046,0.044,0.000,0.000,0.000
S,5,3,3,0.4,thread_kkuaMuzzPv9zjiQ3DBe3zP6I,1.0,0.022,-0.025,-0.000,1.000,1.000,1.000
S,5,3,3,0.4,thread_3W4vWdnN8LmzubMUb0R2Treb,0.0,0.061,0.258,0.159,0.000,0.000,0.000
S,5,3,3,0.4,thread_Oe3jHqhyCEw4jIuBBF5xRUZX,0.0,0.110,0.039,0.076,0.000,0.000,0.000
S,5,3,3,0.4,thread_A0O8jb5DPHabYjOQO1G6Y5gq,0.0,0.078,0.304,0.190,0.000,0.000,0.000
S,5,3,3,0.4,thread_v1IScbx9E5kNdiPt5vxwIE3H,0.0,0.057,0.240,0.148,0.000,0.000,0.000
